50,126.0,128.56,378.0,380.56,8
51,168.0,170.56,336.0,338.56,8
52,168.0,170.56,378.0,380.56,8
53,126.0,128.56,420.0,422.56,9
54,168.0,170.56,420.0,422.56,9
55,210.0,212.56,0.0,2.56,10
56,210.0,212.56,42.0,44.56,10
57,210.0,212.56,84.0,86.56,10
58,252.0,254.56,0.0,2.56,10
59,252.0,254.56,42.0,44.56,10
60,252.0,254.56,84.0,86.56,10
61,294.0,296.56,0.0,2.56,10
62,294.0,296.56,42.0,44.56,10
63,294.0,296.56,84.0,86.56,10
64,210.0,212.56,126.0,128.56,11
65,210.0,212.56,168.0,170.56,11
66,252.0,254.56,126.0,128.56,11
67,252.0,254.56,168.0,170.56,11
68,294.0,296.56,126.0,128.56,11
69,294.0,296.56,168.0,170.56,11
70,210.0,212.56,210.0,212.56,12
71,210.0,212.56,252.0,254.56,12
72,210.0,212.56,294.0,296.56,12
73,252.0,254.56,210.0,212.56,12
74,252.0,254.56,252.0,254.56,12
75,252.0,254.56,294.0,296.56,12
76,294.0,296.56,210.0,212.56,12
77,294.0,296.56,252.0,254.56,12
78,294.0,296.56,294.0,296.56,12
79,210.0,212.56,336.0,338.56,13
80,210.0,212.56,378.0,380.56,13
81,252.0,254.56,336.0,338.56,13
82,252.0,254.56,378.0,380.56,13
83,294.0,296.56,336.0,338.56,13
84,294.0,296.56,378.0,380.56,13
85,210.0,212.56,420.0,422.56,14
86,252.0,254.56,420.0,422.56,14
87,294.0,296.56,420.0,422.56,14
88,336.0,338.56,0.0,2.56,15
89,336.0,338.56,42.0,44.56,15
90,336.0,338.56,84.0,86.56,15
91,378.0,380.56,0.0,2.56,15
92,378.0,380.56,42.0,44.56,15
93,378.0,380.56,84.0,86.56,15
94,336.0,338.56,126.0,128.56,16
95,336.0,338.56,168.0,170.56,16
96,378.0,380.56,126.0,128.56,16
97,378.0,380.56,168.0,170.56,16
98,336.0,338.56,210.0,212.56,17
99,336.0,338.56,252.0,254.56,17
100,336.0,338.56,294.0,296.56,17
101,378.0,380.56,210.0,212.56,17
102,378.0,380.56,252.0,254.56,17
103,378.0,380.56,294.0,296.56,17
104,336.0,338.56,336.0,338.56,18
105,336.0,338.56,378.0,380.56,18
106,378.0,380.56,336.0,338.56,18
107,378.0,380.56,378.0,380.56,18
108,336.0,338.56,420.0,422.56,19
109,378.0,380.56,420.0,422.56,19
110,420.0,422.56,0.0,2.56,20
111,420.0,422.56,42.0,44.56,20
112,420.0,422.56,84.0,86.56,20
113,462.0,464.56,0.0,2.56,20
114,462.0,464.56,42.0,44.56,20
115,462.0,464.56,84.0,86.56,20
116,420.0,422.56,126.0,128.56,21
117,420.0,422.56,168.0,170.56,21
118,462.0,464.56,126.0,128.56,21
119,462.0,464.56,168.0,170.56,21
120,420.0,422.56,210.0,212.56,22
121,420.0,422.56,252.0,254.56,22
122,420.0,422.56,294.0,296.56,22
123,462.0,464.56,210.0,212.56,22
124,462.0,464.56,252.0,254.56,22
125,462.0,464.56,294.0,296.56,22
126,420.0,422.56,336.0,338.56,23
127,420.0,422.56,378.0,380.56,23
128,462.0,464.56,336.0,338.56,23
129,462.0,464.56,378.0,380.56,23
130,420.0,422.56,420.0,422.56,24
131,462.0,464.56,420.0,422.56,24
132,504.0,506.56,0.0,2.56,25
133,504.0,506.56,42.0,44.56,25
134,504.0,506.56,84.0,86.56,25
135,546.0,548.56,0.0,2.56,25
136,546.0,548.56,42.0,44.56,25
137,546.0,548.56,84.0,86.56,25
138,588.0,590.56,0.0,2.56,25
139,588.0,590.56,42.0,44.56,25
140,588.0,590.56,84.0,86.56,25
141,504.0,506.56,126.0,128.56,26
142,504.0,506.56,168.0,170.56,26
143,546.0,548.56,126.0,128.56,26
144,546.0,548.56,168.0,170.56,26
145,588.0,590.56,126.0,128.56,26
146,588.0,590.56,168.0,170.56,26
147,504.0,506.56,210.0,212.56,27
148,504.0,506.56,252.0,254.56,27
149,504.0,506.56,294.0,296.56,27
150,546.0,548.56,210.0,212.56,27
151,546.0,548.56,252.0,254.56,27
152,546.0,548.56,294.0,296.56,27
153,588.0,590.56,210.0,212.56,27
154,588.0,590.56,252.0,254.56,27
155,588.0,590.56,294.0,296.56,27
156,504.0,506.56,336.0,338.56,28
157,504.0,506.56,378.0,380.56,28
158,546.0,548.56,336.0,338.56,28
159,546.0,548.56,378.0,380.56,28
160,588.0,590.56,336.0,338.56,28
161,588.0,590.56,378.0,380.56,28
162,504.0,506.56,420.0,422.56,29
163,546.0,548.56,420.0,422.56,29
164,588.0,590.56,420.0,422.56,29
165,630.0,632.56,0.0,2.56,30
166,630.0,632.56,42.0,44.56,30
167,630.0,632.56,84.0,86.56,30
168,672.0,674.56,0.0,2.56,30
169,672.0,674.56,42.0,44.56,30
170,672.0,674.56,84.0,86.56,30
171,630.0,632.56,126.0,128.56,31
172,630.0,632.56,168.0,170.56,31
173,672.0,674.56,126.0,128.56,31
174,672.0,674.56,168.0,170.56,31
175,630.0,632.56,210.0,212.56,32
176,630.0,632.56,252.0,254.56,32
177,630.0,632.56,294.0,296.56,32
178,672.0,674.56,210.0,212.56,32
179,672.0,674.56,252.0,254.56,32
180,672.0,674.56,294.0,296.56,32
181,630.0,632.56,336.0,338.56,33
182,630.0,632.56,378.0,380.56,33
183,672.0,674.56,336.0,338.56,33
184,672.0,674.56,378.0,380.56,33
185,630.0,632.56,420.0,422.56,34
186,672.0,674.56,420.0,422.56,34
187,714.0,716.56,0.0,2.56,35
188,714.0,716.56,42.0,44.56,35
189,714.0,716.56,84.0,86.56,35
190,756.0,758.56,0.0,2.56,35
191,756.0,758.56,42.0,44.56,35
192,756.0,758.56,84.0,86.56,35
193,798.0,800.56,0.0,2.56,35
194,798.0,800.56,42.0,44.56,35
195,798.0,800.56,84.0,86.56,35
196,714.0,716.56,126.0,128.56,36
197,714.0,716.56,168.0,170.56,36
198,756.0,758.56,126.0,128.56,36
199,756.0,758.56,168.0,170.56,36
200,798.0,800.56,126.0,128.56,36
201,798.0,800.56,168.0,170.56,36
202,714.0,716.56,210.0,212.56,37
203,714.0,716.56,252.0,254.56,37
204,714.0,716.56,294.0,296.56,37
205,756.0,758.56,210.0,212.56,37
206,756.0,758.56,252.0,254.56,37
207,756.0,758.56,294.0,296.56,37
208,798.0,800.56,210.0,212.56,37
209,798.0,800.56,252.0,254.56,37
210,798.0,800.56,294.0,296.56,37
211,714.0,716.56,336.0,338.56,38
212,714.0,716.56,378.0,380.56,38
213,756.0,758.56,336.0,338.56,38
214,756.0,758.56,378.0,380.56,38
215,798.0,800.56,336.0,338.56,38
216,798.0,800.56,378.0,380.56,38
217,714.0,716.56,420.0,422.56,39
218,756.0,758.56,420.0,422.56,39
219,798.0,800.56,420.0,422.56,39
220,840.0,842.56,0.0,2.56,40
221,840.0,842.56,42.0,44.56,40
222,840.0,842.56,84.0,86.56,40
223,882.0,884.56,0.0,2.56,40
224,882.0,884.56,42.0,44.56,40
225,882.0,884.56,84.0,86.56,40
226,840.0,842.56,126.0,128.56,41
227,840.0,842.56,168.0,170.56,41
228,882.0,884.56,126.0,128.56,41
229,882.0,884.56,168.0,170.56,41
230,840.0,842.56,210.0,212.56,42
231,840.0,842.56,252.0,254.56,42
232,840.0,842.56,294.0,296.56,42
233,882.0,884.56,210.0,212.56,42
234,882.0,884.56,252.0,254.56,42
235,882.0,884.56,294.0,296.56,42
236,840.0,842.56,336.0,338.56,43
237,840.0,842.56,378.0,380.56,43
238,882.0,884.56,336.0,338.56,43
239,882.0,884.56,378.0,380.56,43
240,840.0,842.56,420.0,422.56,44
241,882.0,884.56,420.0,422.56,44
